500,0.989,-0.174,-2.46E-04,0.004,-7.552,0.767,0.908,-0.025
700,0.972,-0.252,0.001,0.006,-7.466,1.106,0.902,-0.05
900,0.949,-0.315,0.001,0.008,-7.341,1.432,0.889,-0.059
1100,0.924,-0.38,0.003,0.012,-7.228,1.787,0.897,-0.09
1300,0.89,-0.44,0.004,0.012,-7.061,2.109,0.89,-0.116
1500,0.861,-0.485,0.005,0.012,-6.889,2.312,0.878,-0.126
1700,0.816,-0.538,0.006,0.014,-6.671,2.622,0.87,-0.141
1900,0.779,-0.604,0.006,0.015,-6.515,2.945,0.86,-0.149
2100,0.74,-0.65,0.007,0.015,-6.326,3.233,0.857,-0.171
2300,0.691,-0.685,0.009,0.019,-6.065,3.392,0.849,-0.182
2500,0.641,-0.723,0.011,0.02,-5.789,3.625,0.844,-0.194
2700,0.601,-0.756,0.013,0.019,-5.612,3.784,0.843,-0.211
2900,0.546,-0.781,0.015,0.02,-5.317,3.938,0.831,-0.23
3100,0.505,-0.805,0.013,0.021,-5.106,4.06,0.823,-0.247
3300,0.451,-0.832,0.018,0.022,-4.845,4.213,0.818,-0.253
3500,0.408,-0.84,0.018,0.022,-4.601,4.283,0.806,-0.267
3700,0.362,-0.867,0.019,0.022,-4.377,4.399,0.796,-0.278
3900,0.309,-0.881,0.021,0.023,-4.099,4.506,0.779,-0.29
4100,0.265,-0.885,0.02,0.022,-3.845,4.581,0.777,-0.308
4300,0.221,-0.89,0.023,0.021,-3.618,4.604,0.766,-0.318
4500,0.177,-0.904,0.023,0.024,-3.405,4.661,0.755,-0.321
4700,0.135,-0.903,0.024,0.024,-3.157,4.688,0.747,-0.332
4900,0.097,-0.896,0.026,0.019,-2.957,4.653,0.733,-0.332
5100,0.062,-0.9,0.025,0.022,-2.784,4.667,0.73,-0.343
5300,0.023,-0.9,0.026,0.021,-2.592,4.671,0.733,-0.35
5500,-0.015,-0.892,0.027,0.02,-2.39,4.653,0.719,-0.364
5700,-0.046,-0.885,0.028,0.021,-2.216,4.618,0.712,-0.373
5900,-0.079,-0.882,0.029,0.02,-2.041,4.611,0.696,-0.384
6100,-0.112,-0.873,0.028,0.018,-1.887,4.547,0.686,-0.392
6300,-0.138,-0.865,0.031,0.018,-1.733,4.506,0.68,-0.396
6500,-0.167,-0.852,0.031,0.018,-1.574,4.449,0.671,-0.396
6700,-0.196,-0.847,0.032,0.018,-1.439,4.428,0.668,-0.402
6900,-0.222,-0.835,0.032,0.018,-1.281,4.377,0.663,-0.409
7100,-0.245,-0.825,0.034,0.019,-1.172,4.31,0.657,-0.419
7300,-0.273,-0.812,0.032,0.019,-1.003,4.265,0.652,-0.428
7500,-0.291,-0.807,0.034,0.016,-0.932,4.217,0.642,-0.434
7700,-0.315,-0.794,0.036,0.015,-0.812,4.166,0.633,-0.442
7900,-0.336,-0.781,0.033,0.015,-0.695,4.087,0.623,-0.452
8100,-0.352,-0.769,0.035,0.014,-0.634,4.02,0.617,-0.446
8300,-0.37,-0.759,0.034,0.014,-0.546,3.952,0.611,-0.452
8500,-0.387,-0.747,0.037,0.015,-0.44,3.896,0.606,-0.457
8700,-0.411,-0.741,0.033,0.014,-0.315,3.872,0.599,-0.468
8900,-0.419,-0.727,0.035,0.012,-0.271,3.792,0.595,-0.475
9100,-0.441,-0.716,0.034,0.011,-0.154,3.742,0.587,-0.481
9300,-0.451,-0.703,0.038,0.011,-0.095,3.68,0.581,-0.483
9500,-0.469,-0.689,0.035,0.012,-0.01,3.608,0.57,-0.497
9700,-0.481,-0.682,0.037,0.012,0.051,3.565,0.561,-0.499
9900,-0.493,-0.665,0.036,0.01,0.129,3.482,0.553,-0.497
10100,-0.509,-0.656,0.036,0.011,0.191,3.432,0.55,-0.506
10300,-0.518,-0.649,0.037,0.009,0.229,3.383,0.547,-0.51
10500,-0.533,-0.634,0.035,0.01,0.3,3.327,0.537,-0.52
10700,-0.539,-0.625,0.036,0.008,0.324,3.254,0.537,-0.518
10900,-0.556,-0.611,0.037,0.009,0.386,3.204,0.525,-0.526
11100,-0.56,-0.604,0.036,0.008,0.424,3.138,0.519,-0.534
11300,-0.565,-0.59,0.036,0.008,0.46,3.069,0.51,-0.535
11500,-0.579,-0.577,0.037,0.004,0.527,3.015,0.503,-0.539
11700,-0.589,-0.574,0.034,0.007,0.555,2.978,0.498,-0.538
11900,-0.594,-0.563,0.037,0.004,0.579,2.915,0.496,-0.545
12100,-0.606,-0.548,0.037,0.005,0.671,2.864,0.49,-0.553
12300,-0.61,-0.54,0.033,0.005,0.691,2.818,0.485,-0.561
12500,-0.621,-0.527,0.036,0.005,0.742,2.751,0.477,-0.569
12700,-0.627,-0.516,0.037,0.004,0.769,2.707,0.468,-0.574
12900,-0.633,-0.509,0.036,0.003,0.8,2.663,0.459,-0.578
13100,-0.642,-0.496,0.035,0.003,0.834,2.6,0.447,-0.579
13300,-0.644,-0.491,0.034,0.004,0.851,2.556,0.442,-0.587
13500,-0.653,-0.483,0.033,0.002,0.878,2.513,0.432,-0.581
13700,-0.66,-0.472,0.032,0.003,0.894,2.473,0.433,-0.594
13900,-0.67,-0.461,0.034,0.001,0.932,2.427,0.429,-0.598
14100,-0.667,-0.455,0.032,0.002,0.942,2.37,0.415,-0.602
14300,-0.677,-0.442,0.034,0.002,0.966,2.326,0.408,-0.608
14500,-0.681,-0.442,0.034,0.001,0.981,2.283,0.402,-0.615
14700,-0.681,-0.426,0.031,0.002,1.004,2.224,0.395,-0.613
14900,-0.692,-0.417,0.032,2.07E-04,1.026,2.183,0.384,-0.622
15100,-0.689,-0.411,0.03,-5.95E-05,1.036,2.14,0.387,-0.623
15300,-0.703,-0.403,0.03,0.002,1.068,2.106,0.373,-0.626
15500,-0.704,-0.399,0.031,0.001,1.083,2.073,0.371,-0.636
15700,-0.71,-0.386,0.031,-5.62E-06,1.09,2.021,0.362,-0.633
15900,-0.715,-0.378,0.029,-2.46E-04,1.103,1.982,0.358,-0.642
16100,-0.709,-0.374,0.033,-0.001,1.11,1.946,0.347,-0.647
16300,-0.712,-0.368,0.028,0.001,1.129,1.9,0.331,-0.656
16500,-0.717,-0.357,0.03,-1.96E-04,1.143,1.864,0.337,-0.651
16700,-0.724,-0.354,0.028,-1.06E-04,1.166,1.823,0.318,-0.662
16900,-0.72,-0.347,0.028,-0.001,1.166,1.795,0.318,-0.665
17100,-0.731,-0.334,0.027,0.001,1.183,1.746,0.303,-0.667
17300,-0.73,-0.335,0.026,-0.001,1.188,1.724,0.301,-0.677
17500,-0.735,-0.321,0.025,-0.001,1.196,1.688,0.289,-0.673
17700,-0.74,-0.32,0.025,-0.001,1.207,1.638,0.281,-0.686
17900,-0.739,-0.311,0.024,-0.001,1.21,1.61,0.279,-0.68
18100,-0.744,-0.305,0.024,-0.001,1.213,1.579,0.262,-0.691
18300,-0.743,-0.299,0.023,-0.002,1.217,1.54,0.261,-0.693
18500,-0.744,-0.296,0.024,-2.28E-04,1.219,1.508,0.247,-0.694
18700,-0.751,-0.289,0.021,-0.001,1.233,1.481,0.242,-0.704
18900,-0.755,-0.281,0.021,-0.001,1.239,1.45,0.238,-0.7
19100,-0.752,-0.274,0.02,-4.23E-04,1.238,1.411,0.225,-0.706
19300,-0.759,-0.264,0.022,-0.001,1.246,1.377,0.223,-0.704
19500,-0.758,-0.259,0.019,-0.001,1.252,1.349,0.214,-0.714
19700,-0.763,-0.256,0.02,-2.01E-04,1.253,1.331,0.209,-0.712
19900,-0.763,-0.249,0.021,0.001,1.254,1.291,0.194,-0.716
20100,-0.764,-0.243,0.02,3.54E-04,1.243,1.265,0.201,-0.715
20300,-0.768,-0.237,0.019,-2.60E-04,1.246,1.248,0.186,-0.716
20500,-0.767,-0.229,0.018,-0.001,1.251,1.208,0.18,-0.726
