   5.0000000e+02  -4.4226000e+02  -8.1255000e+02   1.4478000e+01   7.0650000e+00  -1.1675200e+04   2.3735800e+04  -1.8785000e+02  -2.9242000e+02
   7.0000000e+02  -6.3637000e+02  -6.5388000e+02   1.5424000e+01   4.5960000e+00  -7.0275000e+03   2.2183900e+04  -2.4946000e+02  -2.6404000e+02
   9.0000000e+02  -7.3847000e+02  -5.4731000e+02   1.4679000e+01   3.9340000e+00  -3.7991000e+03   1.8774700e+04  -2.8762000e+02  -2.4569000e+02
   1.1000000e+00  -7.9007000e+02  -4.5226000e+02   1.7318000e+01   9.8100000e-01  -1.8119000e+03   1.5455600e+04  -3.0713000e+02  -2.2827000e+02
   1.3000000e+00  -8.2583000e+02  -3.8917000e+02   1.5424000e+01   1.3440000e+00  -6.0241000e+02   1.3049200e+04  -3.2186000e+02  -2.2300000e+02
   1.5000000e+00  -8.4365000e+02  -3.3984000e+02   1.5865000e+01   1.7390000e+00   5.3297000e+01   1.1297900e+04  -3.3173000e+02  -2.2216000e+02
   1.7000000e+00  -8.6058000e+02  -2.9458000e+02   1.6099000e+01  -1.6600000e-01   6.3475000e+02   9.9152000e+03  -3.4367000e+02  -2.2619000e+02
   1.9000000e+00  -8.7042000e+02  -2.6317000e+02   1.5216000e+01  -4.6900000e-01   9.2172000e+02   8.8049000e+03  -3.5325000e+02  -2.3121000e+02
   2.1000000e+00  -8.8170000e+02  -2.3309000e+02   1.5812000e+01  -9.4500000e-01   1.2259000e+03   7.9528000e+03  -3.6348000e+02  -2.3042000e+02
   2.3000000e+00  -8.8181000e+02  -2.1633000e+02   1.5540000e+01  -2.1080000e+00   1.3401000e+03   7.1596000e+03  -3.7421000e+02  -2.3725000e+02
   2.5000000e+00  -8.8697000e+02  -1.8730000e+02   1.5423000e+01  -4.1760000e+00   1.5648000e+03   6.4806000e+03  -3.7968000e+02  -2.4568000e+02
   2.7000000e+00  -8.9514000e+02  -1.7998000e+02   1.5625000e+01  -1.6400000e+00   1.6146000e+03   5.9555000e+03  -3.9090000e+02  -2.4859000e+02
   2.9000000e+00  -8.9490000e+02  -1.5934000e+02   1.5401000e+01  -2.4630000e+00   1.7103000e+03   5.4216000e+03  -3.9754000e+02  -2.5676000e+02
   3.1000000e+00  -8.9943000e+02  -1.5190000e+02   1.5166000e+01  -2.0460000e+00   1.7259000e+03   4.9892000e+03  -4.0834000e+02  -2.6302000e+02
   3.3000000e+00  -8.9870000e+02  -1.3876000e+02   1.3966000e+01  -2.9930000e+00   1.7574000e+03   4.5779000e+03  -4.2143000e+02  -2.7107000e+02
   3.5000000e+00  -8.9832000e+02  -1.3035000e+02   1.5005000e+01  -3.5370000e+00   1.7742000e+03   4.2425000e+03  -4.3119000e+02  -2.7417000e+02
   3.7000000e+00  -9.0781000e+02  -1.1278000e+02   1.4526000e+01  -3.2350000e+00   1.8225000e+03   3.9257000e+03  -4.4463000e+02  -2.8107000e+02
   3.9000000e+00  -9.0980000e+02  -1.0741000e+02   1.3697000e+01  -4.5490000e+00   1.8080000e+03   3.6518000e+03  -4.5370000e+02  -2.9030000e+02
   4.1000000e+00  -9.0845000e+02  -9.9410000e+01   1.2509000e+01  -5.4230000e+00   1.8346000e+03   3.3739000e+03  -4.6833000e+02  -2.9566000e+02
   4.3000000e+00  -9.1309000e+02  -9.6721000e+01   1.4310000e+01  -2.7140000e+00   1.8258000e+03   3.1533000e+03  -4.8035000e+02  -2.9423000e+02
   4.5000000e+00  -9.1473000e+02  -8.2256000e+01   1.4220000e+01  -4.5910000e+00   1.8303000e+03   2.9233000e+03  -4.9198000e+02  -2.9738000e+02
   4.7000000e+00  -9.2271000e+02  -7.8919000e+01   1.0906000e+01  -5.2100000e+00   1.8102000e+03   2.7442000e+03  -5.0332000e+02  -3.0290000e+02
   4.9000000e+00  -9.1552000e+02  -7.1849000e+01   1.3212000e+01  -3.5410000e+00   1.7752000e+03   2.5378000e+03  -5.1288000e+02  -2.9972000e+02
   5.1000000e+00  -9.1262000e+02  -6.5126000e+01   1.1658000e+01  -3.0090000e+00   1.7376000e+03   2.3535000e+03  -5.2470000e+02  -3.0443000e+02
   5.3000000e+00  -9.1755000e+02  -5.9877000e+01   1.1549000e+01  -5.2410000e+00   1.7266000e+03   2.2082000e+03  -5.3426000e+02  -3.0705000e+02
   5.5000000e+00  -9.1923000e+02  -5.2696000e+01   1.2719000e+01  -3.2260000e+00   1.6973000e+03   2.0623000e+03  -5.4809000e+02  -3.0919000e+02
   5.7000000e+00  -9.1856000e+02  -4.6966000e+01   1.1085000e+01  -4.6360000e+00   1.6684000e+03   1.9237000e+03  -5.5372000e+02  -3.1028000e+02
   5.9000000e+00  -9.1570000e+02  -3.7701000e+01   9.8060000e+00  -3.6440000e+00   1.6383000e+03   1.7864000e+03  -5.6941000e+02  -3.0899000e+02
   6.1000000e+00  -9.2236000e+02  -3.2603000e+01   1.0884000e+01  -5.0490000e+00   1.6076000e+03   1.6815000e+03  -5.8287000e+02  -3.1562000e+02
   6.3000000e+00  -9.2536000e+02  -3.6377000e+01   1.0857000e+01  -5.2360000e+00   1.5747000e+03   1.5882000e+03  -5.9317000e+02  -3.1766000e+02
   6.5000000e+00  -9.2066000e+02  -2.8002000e+01   9.2290000e+00  -3.7770000e+00   1.5385000e+03   1.4759000e+03  -6.0366000e+02  -3.1876000e+02
   6.7000000e+00  -9.2311000e+02  -2.5470000e+01   1.0786000e+01  -4.0210000e+00   1.5108000e+03   1.3879000e+03  -6.1482000e+02  -3.1599000e+02
   6.9000000e+00  -9.2492000e+02  -1.5923000e+01   9.3570000e+00  -5.0570000e+00   1.4841000e+03   1.2880000e+03  -6.2402000e+02  -3.1335000e+02
   7.1000000e+00  -9.2630000e+02  -9.9940000e+00   1.0278000e+01  -4.7940000e+00   1.4591000e+03   1.2103000e+03  -6.3544000e+02  -3.0690000e+02
   7.3000000e+00  -9.2645000e+02  -6.8620000e+00   8.0770000e+00  -4.9020000e+00   1.4127000e+03   1.1333000e+03  -6.4126000e+02  -3.0581000e+02
   7.5000000e+00  -9.2582000e+02  -3.9680000e+00   7.8970000e+00  -4.6250000e+00   1.3862000e+03   1.0734000e+03  -6.5163000e+02  -3.1094000e+02
   7.7000000e+00  -9.2671000e+02   6.5900000e-01   8.6800000e+00  -4.9500000e+00   1.3552000e+03   9.9648000e+02  -6.6190000e+02  -3.0400000e+02
   7.9000000e+00  -9.2531000e+02   2.7950000e+00   8.2360000e+00  -3.4710000e+00   1.3186000e+03   9.3959000e+02  -6.7220000e+02  -3.0375000e+02
