500,0.982,-0.206,0.002,0.018,-6.095,0.761,0.786,-0.07
700,0.962,-0.288,0.004,0.022,-6.019,1.052,0.779,-0.101
900,0.924,-0.376,0.006,0.027,-5.858,1.44,0.769,-0.134
1100,0.892,-0.449,0.011,0.032,-5.746,1.774,0.755,-0.173
1300,0.843,-0.51,0.013,0.036,-5.534,2.041,0.74,-0.202
1500,0.8,-0.578,0.018,0.041,-5.364,2.333,0.718,-0.226
1700,0.739,-0.632,0.023,0.043,-5.097,2.573,0.697,-0.251
1900,0.69,-0.671,0.026,0.047,-4.891,2.725,0.679,-0.272
2100,0.627,-0.713,0.031,0.051,-4.622,2.936,0.663,-0.29
2300,0.573,-0.755,0.033,0.051,-4.401,3.112,0.64,-0.308
2500,0.507,-0.783,0.039,0.055,-4.13,3.257,0.619,-0.331
2700,0.456,-0.811,0.045,0.057,-3.906,3.371,0.598,-0.337
2900,0.404,-0.824,0.048,0.058,-3.689,3.422,0.578,-0.355
3100,0.349,-0.841,0.053,0.057,-3.445,3.508,0.56,-0.367
3300,0.297,-0.85,0.056,0.057,-3.229,3.559,0.538,-0.376
3500,0.243,-0.858,0.061,0.057,-2.996,3.61,0.519,-0.385
3700,0.188,-0.863,0.065,0.056,-2.769,3.646,0.498,-0.392
3900,0.148,-0.861,0.068,0.058,-2.572,3.631,0.481,-0.395
4100,0.102,-0.863,0.072,0.054,-2.359,3.669,0.464,-0.407
4300,0.054,-0.855,0.074,0.056,-2.155,3.648,0.451,-0.41
4500,0.016,-0.852,0.079,0.054,-2,3.629,0.432,-0.412
4700,-0.02,-0.848,0.081,0.054,-1.843,3.602,0.417,-0.423
4900,-0.057,-0.839,0.085,0.051,-1.687,3.576,0.403,-0.414
5100,-0.091,-0.829,0.085,0.05,-1.527,3.525,0.387,-0.421
5300,-0.122,-0.822,0.088,0.049,-1.404,3.496,0.373,-0.424
5500,-0.157,-0.806,0.091,0.046,-1.242,3.441,0.361,-0.423
5700,-0.183,-0.802,0.094,0.045,-1.129,3.416,0.353,-0.423
5900,-0.213,-0.784,0.094,0.042,-1.005,3.353,0.331,-0.422
6100,-0.237,-0.772,0.098,0.042,-0.918,3.3,0.327,-0.426
6300,-0.258,-0.76,0.097,0.039,-0.819,3.235,0.316,-0.428
