500,0.985,-0.209,0.005,0.012,-7.328,0.928,0.826,-0.069
700,0.957,-0.283,0.002,0.017,-7.168,1.232,0.814,-0.09
900,0.932,-0.362,0.005,0.02,-7.068,1.613,0.805,-0.121
1100,0.894,-0.431,0.007,0.025,-6.891,1.98,0.792,-0.157
1300,0.852,-0.491,0.009,0.028,-6.683,2.292,0.78,-0.184
1500,0.81,-0.56,0.014,0.033,-6.494,2.636,0.764,-0.209
1700,0.757,-0.617,0.015,0.035,-6.237,2.957,0.749,-0.237
1900,0.712,-0.656,0.018,0.038,-6.015,3.122,0.73,-0.26
2100,0.658,-0.706,0.021,0.04,-5.745,3.402,0.713,-0.278
2300,0.599,-0.747,0.026,0.041,-5.467,3.622,0.692,-0.298
2500,0.538,-0.776,0.03,0.042,-5.147,3.783,0.678,-0.319
2700,0.491,-0.798,0.033,0.044,-4.921,3.888,0.653,-0.33
2900,0.429,-0.829,0.036,0.045,-4.615,4.072,0.637,-0.341
3100,0.38,-0.839,0.039,0.046,-4.363,4.128,0.618,-0.354
3300,0.326,-0.857,0.045,0.046,-4.111,4.215,0.602,-0.367
3500,0.276,-0.871,0.047,0.047,-3.846,4.296,0.58,-0.373
3700,0.224,-0.873,0.05,0.046,-3.583,4.342,0.564,-0.389
3900,0.177,-0.881,0.051,0.046,-3.357,4.363,0.551,-0.394
4100,0.13,-0.88,0.056,0.045,-3.075,4.416,0.527,-0.408
4300,0.084,-0.877,0.056,0.044,-2.854,4.401,0.512,-0.413
4500,0.047,-0.876,0.058,0.043,-2.66,4.39,0.495,-0.412
4700,0.004,-0.873,0.063,0.045,-2.456,4.38,0.483,-0.419
4900,-0.035,-0.865,0.064,0.042,-2.259,4.355,0.466,-0.425
5100,-0.067,-0.857,0.067,0.042,-2.084,4.296,0.453,-0.429
5300,-0.098,-0.849,0.068,0.042,-1.931,4.251,0.444,-0.432
5500,-0.136,-0.838,0.069,0.041,-1.735,4.231,0.427,-0.434
5700,-0.162,-0.827,0.073,0.037,-1.592,4.168,0.417,-0.438
5900,-0.193,-0.814,0.074,0.037,-1.447,4.114,0.398,-0.438
6100,-0.223,-0.799,0.075,0.037,-1.296,4.049,0.387,-0.441
6300,-0.251,-0.791,0.075,0.034,-1.16,4.006,0.383,-0.443
6500,-0.273,-0.777,0.077,0.033,-1.05,3.944,0.376,-0.443
6700,-0.29,-0.769,0.079,0.034,-0.957,3.881,0.363,-0.446
6900,-0.316,-0.763,0.08,0.031,-0.84,3.838,0.355,-0.449
7100,-0.336,-0.745,0.081,0.03,-0.744,3.754,0.34,-0.45
7300,-0.352,-0.726,0.083,0.029,-0.627,3.673,0.332,-0.454
